Data,Codigo_municipio,area_colhida_em_hectares,quantidade_produzida_em_ton,valor_producao_em_mil_reais
2022,3552205,512,2782,4129
2022,3552304,980,5330,7540
2022,3552551,340,1887,2693
2022,3552601,25,150,240
2022,3552908,9000,25821,34858
2022,3553005,3550,16066,20415
2022,3553104,130,780,1078
2022,3553203,230,950,1394
2022,3553302,830,6015,8902
2022,3553401,1100,6360,9522
2022,3553609,600,4300,6801
2022,3553658,30,108,158
2022,3553708,1000,5000,5400
2022,3553807,6500,51000,73428
2022,3553856,5350,37975,56882
2022,3553906,125,430,626
2022,3553955,8350,34500,43274
2022,3554003,4500,22630,33945
2022,3554201,900,6120,7780
2022,3554300,1182,2706,3924
2022,3554508,2500,14100,19740
2022,3554607,190,889,1135
2022,3554656,15,37,56
2022,3554706,907,4521,5816
2022,3554755,30,144,201
2022,3554805,220,1375,1856
2022,3554904,450,1820,2254
2022,3554953,1900,13300,19950
2022,3555000,1900,6200,9300
2022,3555109,30,127,171
2022,3555208,381,2517,4119
2022,3555307,450,1620,2187
2022,3555703,190,1194,1787
2022,3555901,20,86,120
2022,3556107,85,525,747
2022,3556206,30,135,180
2022,3556305,430,2508,2800
2022,3556354,750,6000,9000
2022,3556404,3300,27859,39003
2022,3556701,30,108,144
2022,3556909,30,126,136
2022,3557006,430,2150,3262
2022,3557154,850,4740,7740
2022,3557204,2100,11098,12985
2014,3500204,302,1101,385
2014,3500303,7800,46320,19671
2014,3500402,600,1950,833
2014,3500550,2300,14200,5538
2014,3500758,1400,7040,2761
2014,3501004,1540,12012,4787
2014,3501103,310,1200,606
2014,3501152,240,1200,600
2014,3501202,1194,6237,2389
2014,3501301,380,1390,462
2014,3501400,25,120,41
2014,3501509,450,1890,568
2014,3501707,40,192,66
2014,3501806,600,2300,879
2014,3501905,1370,7314,2844
2014,3502002,800,2790,1548
2014,3502101,1505,4521,2072
2014,3502200,6500,33030,13370
2014,3502309,850,2040,762
2014,3502408,320,1170,375
2014,3502705,5200,37440,15238
2014,3502804,1400,5460,2457
2014,3502903,600,3400,1632
2014,3503000,658,2168,817
2014,3503109,1150,7320,2855
2014,3503158,27,108,41
2014,3503208,1400,6480,2408
2014,3503307,1300,5200,2772
2014,3503356,60,270,135
2014,3503406,600,3300,1353
2014,3503505,60,270,95
2014,3503604,120,468,183
2014,3503703,40,154,56
2014,3503802,800,2988,1404
2014,3503950,80,260,106
2014,3504008,5200,22770,6926
2014,3504107,1300,6300,2673
2014,3504206,495,1776,803
2014,3504305,234,850,349
2014,3504503,4500,22500,8775
2014,3504701,15,45,18
2014,3504909,265,1060,388
2014,3505005,1200,7080,2705
2014,3505104,120,300,147
2014,3505203,1300,8640,3938
2014,3505302,40,144,66
2014,3505500,2660,15257,5536
2014,3505807,130,450,225
2014,3505906,1500,7650,3049
2014,3506102,1050,4980,2038
2014,3506201,535,1724,754
2014,3506300,3000,15900,7285
2014,3506409,1100,1554,586
2014,3506508,4980,15228,5062
2014,3506607,6,21,11
2014,3506706,350,1620,597
2014,3507001,1800,9720,5443
2014,3507100,88,299,127
2014,3507159,60,252,131
2014,3507209,60,130,52
2014,3507506,2300,9300,3591
2014,3507605,4000,16000,6800
2014,3507704,130,492,186
2014,3507753,1870,8976,2838
2014,3507902,520,2028,886
2014,3508009,20200,161600,65771
2014,3508108,260,540,229
2014,3508207,600,2160,878
2014,3508306,260,780,307
2014,3508603,58,232,84
2014,3508702,700,3360,1298
2014,3508801,20,72,30
2014,3508900,580,2077,731
2014,3509106,730,2688,1142
2014,3509254,20,36,14
2014,3509304,30,157,64
2014,3509452,3700,20070,7914
2014,3509502,1000,4050,1985
2014,3509700,15,30,12
2014,3509809,6000,22500,8807
2014,3509908,30,63,24
2014,3509957,5,18,7
2014,3510005,23300,117054,33952
2014,3510104,90,405,156
2014,3510203,13200,83160,33846
2014,3510302,800,4320,2419
2014,3510708,1477,8694,3322
2014,3510807,16100,106260,43992
2014,3510906,600,2880,1148
2014,3511003,1500,3600,1620
2014,3511102,145,544,197
2014,3511409,2500,13350,5207
2014,3511508,600,5040,1961
2014,3511607,800,3840,2150
2014,3511706,91,428,182
2014,3511904,53,254,106
2014,3512001,508,2256,780
2014,3512100,412,2733,1017
2014,3512209,2500,7950,4237
2014,3512407,900,5344,2488
2014,3512506,2511,8977,2829
2014,3512605,4850,25068,9576
2014,3512803,695,3975,1817
2014,3512902,1150,3930,1502
2014,3513207,2100,16170,6153
2014,3513306,8500,45000,13194
2014,3513405,61,274,101
2014,3513603,3000,9000,3538
2014,3513702,2000,7200,2736
2014,3513850,130,264,107
2014,3513900,750,3600,1490
2014,3514106,350,1620,727
2014,3514205,130,372,146
2014,3514403,80,260,113
2014,3514700,700,2640,966
2014,3514809,20,36,14
2014,3514908,700,2450,1176
2014,3514924,10,30,11
2014,3514957,21,110,40
2014,3515129,350,1443,491
2014,3515152,600,2106,918
2014,3515186,1100,3500,1498
2014,3515194,120,575,219
2014,3515202,242,871,290
2014,3515301,80,316,103
2014,3515350,450,960,404
2014,3515400,3700,19620,9101
2014,3515509,900,3780,1259
2014,3515657,350,840,290
2014,3515905,170,771,385
2014,3516101,5700,33984,9906
2014,3516200,700,3570,1374
2014,3516507,450,2160,1029
2014,3516606,320,1152,397
2014,3516705,3550,21230,7306
2014,3516903,700,3080,1392
2014,3517109,700,2160,684
2014,3517406,13900,59766,22910
2014,3517505,600,2160,756
2014,3517604,3750,18000,7326
2014,3517703,800,3588,1367
2014,3517901,750,4635,1591
2014,3518008,160,720,238
2014,3518206,7204,35350,15433
2014,3518305,236,1062,531
2014,3518404,110,330,130
2014,3518503,1700,8210,3180
2014,3518602,120,288,96
2014,3518859,511,3117,1242
2014,3519006,845,3078,1539
2014,3519204,800,3620,1810
2014,3519501,7421,39718,11445
2014,3519600,1100,5280,2441
2014,3519709,1220,6810,3296
2014,3519808,1662,7479,2102
2014,3519907,8700,39987,12037
2014,3520004,30,108,50
2014,3520103,700,2520,1025
2014,3520301,20,60,23
2014,3520442,2700,9720,4393
2014,3520509,750,2025,972
2014,3520608,70,273,101
2014,3520806,10,24,10
2014,3521002,508,2459,1377
2014,3521150,350,1953,726
2014,3521309,1800,12420,4389
2014,3521408,40,190,59
2014,3521507,2300,13800,6456
2014,3521606,70,168,71
2014,3521705,19000,120950,46203
2014,3521804,4500,24600,8994
2014,3521903,665,2125,769
2014,3522000,242,1191,548
2014,3522158,40,140,57
2014,3522307,13900,74268,29873
2014,3522406,20000,166000,68060
2014,3522604,2100,7450,3500
2014,3522703,3600,25920,9590
2014,3522802,2700,15980,4794
2014,3522901,474,1954,849
2014,3523008,700,2520,1139
2014,3523206,15000,108900,45567
2014,3523305,45,270,116
2014,3523404,1200,4320,1715
2014,3523503,1300,6240,2376
2014,3523602,475,1420,381
2014,3523800,4400,25080,5192
2014,3523909,600,1440,691
2014,3524006,1500,4800,2011
2014,3524105,1000,5208,2001
2014,3524204,1634,10054,3387
2014,3524303,1030,4841,1612
2014,3524709,550,1815,717
2014,3525201,600,2700,1131
2014,3525300,650,2775,1207
2014,3525409,180,1277,483
2014,3525508,20,72,31
2014,3525706,3700,13320,4662
2014,3525854,120,1008,392
2014,3525904,360,1512,634
2014,3526001,70,252,109
2014,3526100,20,18,7
2014,3526506,270,648,297
2014,3526605,22,92,37
2014,3526704,4000,23520,12417
2014,3526803,280,1260,517
2014,3526902,2700,8748,3786
2014,3527009,30,54,25
2014,3527108,1040,3480,1556
2014,3527207,20,78,31
2014,3527256,470,1551,690
2014,3527306,52,182,72
2014,3527702,115,585,261
2014,3527801,180,372,128
2014,3527900,3300,11808,3641
2014,3528007,600,3600,1476
2014,3528106,240,1144,565
2014,3528304,350,1260,570
2014,3528403,360,1728,864
2014,3528601,4340,19116,8812
2014,3528700,1300,3200,1372
2014,3528809,22000,110220,32117
2014,3529005,1600,11520,3974
2014,3529203,2350,12630,4114
2014,3529302,1800,7560,2810
2014,3529500,800,2880,1008
2014,3529609,260,936,309
2014,3529658,130,660,266
2014,3529708,4894,31193,11170
2014,3529807,165,639,293
2014,3530003,580,3480,1148
2014,3530102,1100,3300,1513
2014,3530201,1000,1350,572
2014,3530300,350,1050,368
2014,3530508,6400,27300,11302
2014,3530607,40,144,72
2014,3530706,2600,18420,8660
2014,3530805,1860,7460,3442
2014,3530904,70,128,64
2014,3531209,220,672,261
2014,3531308,1200,8640,3197
2014,3531407,820,2840,1418
2014,3531506,222,1094,436
2014,3531605,60,208,90
2014,3531803,1500,360,137
2014,3531902,1650,7680,3082
2014,3532009,800,3760,1580
2014,3532157,9000,32400,9555
2014,3532306,40,144,48
2014,3532603,570,2700,1318
2014,3532702,170,600,303
2014,3532801,450,1575,551
2014,3532827,350,2100,861
2014,3532868,900,3240,1464
2014,3533007,4800,38400,13133
2014,3533205,45,81,37
2014,3533502,1000,3000,1269
2014,3533601,1220,6384,2302
2014,3533809,5510,21354,9603
2014,3533908,700,3150,1081
2014,3534005,320,1396,522
2014,3534104,120,432,149
2014,3534203,740,3330,1238
2014,3534708,1450,5580,2165
2014,3534757,800,2016,665
2014,3534807,5,18,8
2014,3534906,672,1692,718
2014,3535002,2170,9765,3629
2014,3535309,20800,100560,29781
2014,3535408,170,530,230
2014,3535507,2650,7482,2390
2014,3535705,90,432,156
2014,3535804,7400,41700,16155
2014,3536109,1300,7260,2735
2014,3536208,10,20,8
2014,3536257,600,3480,1332
2014,3536307,600,3600,1386
2014,3536406,15,48,21
2014,3536604,3000,17400,6467
2014,3536703,350,2448,1004
2014,3536802,1200,6000,3000
2014,3536901,74,266,88
2014,3537008,700,3192,744
2014,3537156,7644,43826,12793
2014,3537404,1000,3600,1627
2014,3537602,4,5,1
2014,3537800,2800,10000,4593
2014,3537909,6100,35390,13780
2014,3538006,700,3500,1428
2014,3538105,80,168,61
2014,3538204,1000,6000,2700
2014,3538303,700,1680,725
2014,3538600,120,450,387
2014,3538709,1790,5665,2667
2014,3538808,2800,19500,8694
2014,3539202,360,1425,463
2014,3539301,6985,40651,22646
2014,3539400,180,575,236
2014,3539509,330,1044,430
2014,3539608,640,3588,1683
2014,3539707,8000,37200,11234
2014,3540002,820,3240,1094
2014,3540408,217,1348,556
2014,3540507,53,343,192
2014,3540705,4100,21648,12448
2014,3540804,1050,2583,904
2014,3540853,48,144,60
2014,3540903,155,600,247
2014,3541059,600,3000,1170
2014,3541109,260,832,341
2014,3541208,2000,7700,2530
2014,3541307,410,990,425
2014,3541604,4000,9600,4003
2014,3541653,3000,17800,9968
2014,3541703,140,284,93
2014,3541901,18,68,26
2014,3542206,11200,62700,19031
2014,3542404,350,1470,474
2014,3542503,600,2160,801
2014,3542602,15,40,15
2014,3542800,60,406,165
2014,3543006,5000,36000,14652
2014,3543105,340,2244,529
2014,3543204,4500,19950,7765
2014,3543253,1500,7248,2950
2014,3543402,650,3120,1243
2014,3543501,2200,11760,3316
2014,3543600,430,2472,943
2014,3543709,30,144,54
2014,3543808,700,1260,630
2014,3543907,1350,3780,937
2014,3544004,110,399,118
2014,3544202,2600,11580,4425
2014,3544400,563,1673,738
2014,3544608,530,2241,939
2014,3544707,40,96,42
2014,3544905,830,3960,1581
2014,3545100,288,900,384
2014,3545159,88,201,101
2014,3545209,340,1056,507
2014,3545308,1100,6100,2767
2014,3545407,8950,34350,13320
2014,3545704,103,442,214
2014,3545803,510,2805,954
2014,3546009,80,160,67
2014,3546207,590,1992,1041
2014,3546306,931,6591,3790
2014,3546405,7000,32200,12496
2014,3546504,30,135,52
2014,3546603,210,836,418
2014,3546702,45,207,51
2014,3546900,270,1269,472
2014,3547007,220,829,313
2014,3547106,5,20,9
2014,3547205,920,3648,1707
2014,3547403,70,294,142
2014,3547502,1000,4200,2415
2014,3547650,94,324,126
2014,3547700,3300,12900,5604
2014,3547908,1370,6540,2606
2014,3548005,970,3894,1797
2014,3548054,520,2028,902
2014,3548104,600,2016,839
2014,3548401,107,321,95
2014,3548906,1900,6800,1904
2014,3549003,70,168,68
2014,3549102,4200,13500,5677
2014,3549201,20,84,28
2014,3549300,17,44,20
2014,3549409,1270,8628,3457
2014,3549607,90,400,159
2014,3549706,3200,17400,6229
2014,3549805,470,1639,574
2014,3550209,6900,41370,16580
2014,3550407,220,596,251
2014,3550506,3800,15120,5899
2014,3550605,620,2480,1240
2014,3550803,900,3720,1520
2014,3551108,450,2240,853
2014,3551207,1800,8064,3804
2014,3551306,330,1370,660
2014,3551603,410,1698,766
2014,3551801,15,54,21
2014,3551900,130,468,187
2014,3552106,1800,7560,3213
2014,3552205,700,4200,2032
2014,3552551,1570,6060,2739
2014,3552700,1500,5570,1903
2014,3552908,7200,27198,7997
2014,3553005,1230,5061,2230
2014,3553104,80,240,97
2014,3553302,900,4620,1883
2014,3553401,1000,4200,2184
2014,3553609,640,2736,1184
2014,3553658,11,23,9
2014,3553708,1100,5412,2084
2014,3553807,12000,62000,23940
2014,3553856,6850,65650,26720
2014,3553955,3150,14580,4287
2014,3554003,1800,6480,3629
2014,3554201,1500,10860,4891
2014,3554300,800,1716,710
2014,3554508,2000,12000,4668
2014,3554607,760,3336,1566
2014,3554706,320,1476,675
2014,3554755,30,144,49
2014,3554904,600,2520,1218
2014,3554953,1500,7500,3150
2014,3555208,92,221,105
2014,3555307,350,1170,469
2014,3555505,160,480,183
2014,3555703,175,732,371
2014,3555802,356,1416,551
2014,3556008,550,2670,1239
2014,3556107,700,2730,1043
2014,3556206,60,450,178
2014,3556354,450,4050,1721
2014,3556404,5168,25560,10863
2014,3556701,20,72,28
2014,3556958,110,330,118
2014,3557006,430,2064,1032
2014,3557105,900,3321,1269
2019,3500303,5200,56700,32659
2019,3500402,640,1152,651
2019,3500550,2700,12150,7274
2019,3500709,470,2124,1150
2019,3500758,1500,9720,5787
2019,3500907,800,4000,2320
2019,3501004,1547,13510,7446
2019,3501103,230,1674,1004
2019,3501152,240,1200,632
2019,3501202,518,2169,1252
2019,3501400,60,210,89
2019,3501509,510,1836,780
2019,3501707,40,176,96
2019,3501806,350,1575,909
2019,3501905,820,4776,2912
2019,3502002,580,2016,1249
2019,3502101,1100,4740,2370
2019,3502200,7700,51540,31191
2019,3502408,780,2938,1515
2019,3502705,5000,36000,21132
2019,3502804,6400,18960,12324
2019,3502903,1800,10400,5525
2019,3503000,236,839,449
2019,3503109,2400,13980,8388
2019,3503158,27,108,70
2019,3503208,1050,6220,3392
2019,3503307,2000,13700,7699
2019,3503356,289,694,521
2019,3503406,10,60,33
2019,3503505,60,270,167
2019,3503604,30,108,64
2019,3503802,1800,14400,9115
2019,3504008,8120,39026,18355
2019,3504107,1300,6050,2836
2019,3504206,450,1800,1077
2019,3504305,110,376,239
2019,3504404,82,379,227
2019,3504503,5950,45240,26832
2019,3504701,40,168,76
2019,3504909,2,8,4
2019,3505005,1231,8087,4836
2019,3505104,140,462,277
2019,3505203,1650,8526,5008
2019,3505302,5,21,13
2019,3505401,175,179,98
2019,3505500,4483,22754,11548
2019,3505807,160,570,428
2019,3505906,2000,10500,5787
2019,3506003,620,2375,1477
2019,3506102,860,3078,1603
2019,3506201,580,1987,1418
2019,3506300,2800,14700,7442
2019,3506409,2700,11340,6993
2019,3506508,6090,18297,11578
2019,3506805,474,2485,1342
2019,3507100,30,175,88
2019,3507308,54,284,171
2019,3507407,425,1983,1156
2019,3507456,48,346,202
2019,3507506,5225,22230,13116
2019,3507605,4000,24000,12000
2019,3507704,120,252,137
2019,3507753,2110,5424,3414
2019,3507902,1451,7403,4317
2019,3508009,12710,79306,49747
2019,3508108,650,2652,1626
2019,3508306,21,103,57
2019,3508405,120,600,480
2019,3508603,8,32,16
2019,3508702,700,4230,2411
2019,3508801,169,535,268
2019,3508900,580,2077,1192
2019,3509106,225,1265,618
2019,3509254,25,63,38
2019,3509304,60,252,137
2019,3509403,700,4240,2337
2019,3509452,5550,42708,26417
2019,3509809,20500,106450,51002
2019,3509908,5,11,6
2019,3510005,22500,135150,66164
2019,3510104,140,714,432
2019,3510153,850,4080,1972
2019,3510203,17000,86400,55404
2019,3510302,870,5136,3852
2019,3510708,430,3515,2029
2019,3510807,10750,112000,59479
2019,3511102,25,113,68
2019,3511300,280,1260,728
2019,3511409,5900,34140,20135
2019,3511607,700,2700,2025
2019,3511706,140,760,380
2019,3511904,80,168,92
2019,3512001,540,2428,1252
2019,3512100,90,336,176
2019,3512209,3900,23472,13304
2019,3512308,240,1150,679
2019,3512407,800,7760,4644
2019,3512506,3598,17152,10835
2019,3512605,4500,30550,17920
2019,3512803,600,4380,2483
2019,3512902,92,552,304
2019,3513207,1000,6600,3762
2019,3513306,8100,48870,23596
2019,3513405,61,274,137
2019,3513603,840,2688,2150
2019,3513702,850,5100,3271
2019,3513850,60,138,75
2019,3513900,750,4800,2736
2019,3514007,40,196,118
2019,3514106,470,2754,1641
2019,3514205,60,252,143
2019,3514304,630,4536,2946
2019,3514601,72,360,189
2019,3514700,3250,15227,7275
2019,3514809,75,113,68
2019,3514957,30,90,56
2019,3515103,4,23,13
2019,3515152,1300,11360,6485
2019,3515186,1300,10700,6163
2019,3515194,490,1914,1018
2019,3515350,1100,5040,2610
2019,3515400,3800,20700,10414
2019,3515509,580,1566,940
2019,3515608,33,168,101
2019,3515806,630,2310,1004
2019,3516101,6170,39610,18825
2019,3516606,850,2160,918
2019,3516705,2500,4500,1913
2019,3516804,177,583,357
2019,3517000,720,1470,767
2019,3517109,1920,6264,3661
2019,3517208,27,97,46
2019,3517307,336,992,532
2019,3517406,17800,110766,56787
2019,3517505,650,3900,2262
2019,3517604,2500,12125,7117
2019,3517703,587,2591,1314
2019,3517901,1085,5784,2837
2019,3518008,160,550,334
2019,3518107,170,510,270
2019,3518206,3798,14959,8710
2019,3518404,190,608,486
2019,3518503,2500,14880,9037
2019,3518602,184,1020,535
2019,3518859,772,2779,1532
2019,3519006,220,770,578
2019,3519055,700,4950,2981
2019,3519204,750,2250,1688
2019,3519253,1080,7440,4292
2019,3519303,64,207,126
2019,3519402,720,2736,1587
2019,3519501,6500,18500,8802
2019,3519600,1100,6600,3848
2019,3519709,1700,9165,4853
2019,3519808,800,3600,1818
2019,3519907,9925,47439,25445
2019,3520004,3,13,8
2019,3520103,350,1755,884
2019,3520301,40,120,66
2019,3520442,350,1470,906
2019,3520509,900,4500,3600
2019,3520806,202,304,140
2019,3520905,1000,6000,3200
2019,3521002,508,3386,2540
2019,3521150,330,1485,861
2019,3521309,2031,10659,5431
2019,3521408,10,91,57
2019,3521507,1100,5250,2940
2019,3521606,130,514,228
2019,3521705,12000,81500,50191
2019,3521804,17000,119400,66550
2019,3522158,45,158,93
2019,3522307,11500,77300,46197
2019,3522406,45500,341932,218921
2019,3522604,1430,9006,5125
2019,3522703,2100,10500,6300
2019,3522802,3000,18450,10866
2019,3522901,450,2295,1371
2019,3523008,600,2640,1626
2019,3523206,10500,74300,52635
2019,3523404,1200,4320,2560
2019,3523503,2000,18000,10620
2019,3523602,356,1299,760
2019,3523800,2200,12540,7148
2019,3523909,450,2250,1762
2019,3524105,1876,7150,3599
2019,3524204,678,3795,2003
2019,3524303,1500,8100,4252
2019,3524402,3,6,3
2019,3524501,350,2040,1142
2019,3524600,40,140,84
2019,3524709,350,2310,1413
2019,3524808,130,744,403
2019,3525102,650,3480,1918
2019,3525201,380,2090,502
2019,3525300,1065,5112,2882
2019,3525409,197,1395,827
2019,3525508,170,680,340
2019,3525607,330,1276,642
2019,3525706,1450,6780,3797
2019,3525854,120,670,395
2019,3526100,10,20,12
2019,3526407,4300,19250,10439
2019,3526506,445,2470,1235
2019,3526605,22,92,39
2019,3526704,2200,18480,11384
2019,3526902,3400,24412,13849
2019,3527009,30,207,127
2019,3527108,800,2400,1512
2019,3527207,56,200,160
2019,3527256,170,589,406
2019,3527306,52,182,86
2019,3527405,60,216,94
2019,3527504,170,437,236
2019,3527603,600,3600,1984
2019,3527702,130,624,374
2019,3527801,210,828,352
2019,3527900,1600,6727,3200
2019,3528304,430,2008,1168
2019,3528403,360,1800,949
2019,3528601,3910,18226,9161
2019,3528700,1000,3600,1800
2019,3528809,25147,98403,47165
2019,3529005,2500,12000,5100
2019,3529203,2000,10900,4186
2019,3529302,1650,7035,4136
2019,3529609,550,1800,1080
2019,3529658,270,1134,606
2019,3529708,6387,50337,29121
2019,3529807,447,2026,1146
2019,3530003,600,2420,1452
2019,3530102,800,4800,2400
2019,3530201,3600,14800,7780
2019,3530300,750,4298,1977
2019,3530409,120,666,385
2019,3530508,4000,36000,20520
2019,3530607,20,97,65
2019,3530706,5000,30750,17437
2019,3530805,5800,34224,19461
2019,3530904,160,800,400
2019,3531001,140,493,352
2019,3531209,155,870,531
2019,3531407,490,2459,1387
2019,3531605,30,135,81
2019,3531803,1500,6000,3480
2019,3531902,1165,7777,4146
2019,3532009,995,6797,4153
2019,3532157,10000,20300,10921
2019,3532207,180,810,319
2019,3532306,10,35,24
2019,3532405,450,1620,810
2019,3532702,122,575,334
2019,3532843,80,392,254
2019,3532868,800,3390,2045
2019,3532900,650,2770,1283
2019,3533007,1920,5760,3394
2019,3533106,30,63,38
2019,3533254,75,450,281
2019,3533304,68,210,136
2019,3533403,360,2160,1296
2019,3533601,1340,6116,3074
2019,3533809,5590,16942,8799
2019,3534005,235,937,543
2019,3534104,195,702,298
2019,3534708,2800,10640,5717
2019,3534757,520,1800,1080
2019,3534807,30,108,65
2019,3534906,630,2241,986
2019,3535002,1450,5200,2991
2019,3535101,21,74,46
2019,3535200,30,147,95
2019,3535309,21645,149321,70681
