Data,Codigo_municipio,area_colhida_em_hectares,quantidade_produzida_em_ton,valor_producao_em_mil_reais
2023,3534005,550,3643,4736
2023,3534203,130,845,1099
2023,3534500,280,1010,909
2023,3534609,350,1412,2148
2023,3534708,3000,17700,19470
2023,3534757,550,2310,3271
2023,3534807,30,108,86
2023,3535002,1050,6950,9074
2023,3535101,17,92,102
2023,3535200,20,83,79
2023,3535309,20433,122665,90870
2023,3535408,25,100,85
2023,3535507,1450,8970,8007
2023,3535606,30,60,90
2023,3535804,11000,72888,67995
2023,3535903,60,260,283
2023,3536109,800,5785,5785
2023,3536257,460,3480,3679
2023,3536307,800,4500,5374
2023,3536406,30,126,101
2023,3536505,68,299,234
2023,3536604,900,6540,8502
2023,3536703,3225,18066,18687
2023,3536802,1200,8400,11060
2023,3536901,70,90,95
2023,3537008,2300,13800,18400
2023,3537107,20,100,132
2023,3537156,8340,47752,36201
2023,3537404,350,2030,2568
2023,3537503,310,2276,2377
2023,3537701,80,396,396
2023,3537800,3000,6000,6600
2023,3537909,7000,57600,64818
2023,3538006,1000,5000,7500
2023,3538303,1237,7984,9581
2023,3538501,15,39,54
2023,3538600,180,600,786
2023,3538709,2100,13152,14094
2023,3538808,5900,42600,39612
2023,3538907,950,6480,7277
2023,3539004,10,72,103
2023,3539202,415,1428,2069
2023,3539301,5800,52440,47673
2023,3539509,220,780,789
2023,3539707,8884,38718,30121
2023,3540101,350,2625,3281
2023,3540309,30,180,191
2023,3540408,10,48,52
2023,3540606,600,3300,3960
2023,3540705,1150,8640,6994
2023,3540754,350,2040,2378
2023,3540804,800,5880,7644
2023,3540853,25,132,198
2023,3540903,580,2890,3192
2023,3541109,20,85,96
2023,3541208,2485,12375,18543
2023,3541307,600,1080,1296
2023,3541406,230,755,1140
2023,3541604,800,3120,3172
2023,3541653,2400,13003,13818
2023,3541703,600,1865,2844
2023,3541901,18,68,51
2023,3542206,18700,66294,92805
2023,3542305,7,35,46
2023,3542404,570,1779,2457
2023,3542503,1250,4508,4693
2023,3542602,20,57,80
2023,3543006,11000,61200,75478
2023,3543204,12500,68000,74800
2023,3543253,3000,14490,18321
2023,3543402,800,3840,3871
2023,3543501,1300,7980,8094
2023,3543907,1230,4825,6301
2023,3544004,210,1050,925
2023,3544202,480,3600,3816
2023,3544251,3600,22800,27360
2023,3544301,350,2730,3180
2023,3544400,118,592,612
2023,3544509,120,552,526
2023,3544608,484,2323,2788
2023,3544707,25,82,123
2023,3545100,320,1499,2174
2023,3545159,120,520,573
2023,3545209,220,1210,1331
2023,3545308,850,5100,4986
2023,3545407,11650,72416,87011
2023,3545506,700,3055,4481
2023,3545704,60,251,241
2023,3545803,480,2732,3068
2023,3546009,1,3,5
2023,3546108,85,346,332
2023,3546207,180,990,825
2023,3546306,880,6547,5991
2023,3546405,26500,143438,169358
2023,3546504,40,144,186
2023,3546603,140,569,546
2023,3546702,109,436,616
2023,3547007,220,1060,1012
2023,3547502,700,4998,4532
2023,3547650,20,105,114
2023,3547700,1825,6900,8280
2023,3547908,2750,21900,22079
2023,3548005,800,5760,4675
2023,3548054,1020,4656,5142
2023,3548203,13,42,55
2023,3548302,70,370,498
2023,3548401,30,144,176
2023,3548906,2000,11480,10976
2023,3549003,20,57,62
2023,3549102,3800,30400,29792
2023,3549201,80,369,523
2023,3549409,227,1302,1186
2023,3549508,380,2380,3006
2023,3549706,1000,7100,5739
2023,3550001,180,1620,2430
2023,3550209,9000,62500,67888
2023,3550308,30,159,146
2023,3550407,450,2310,2445
2023,3550506,12300,58764,65170
2023,3550902,70,252,254
2023,3551108,1400,7000,7280
2023,3551207,1300,8174,6994
2023,3551405,10,29,29
2023,3551603,420,3528,4643
2023,3551702,240,1200,1356
2023,3552007,20,82,65
2023,3552106,2400,13800,17592
2023,3552205,570,3299,3715
2023,3552304,1340,7556,6480
2023,3552551,90,648,531
2023,3552601,25,150,200
2023,3552908,9000,25390,34175
2023,3553005,3600,20395,18559
2023,3553104,190,850,1151
2023,3553203,230,918,1167
2023,3553302,450,3435,3103
2023,3553401,1100,6360,7663
2023,3553658,40,144,206
2023,3553708,1000,3600,4608
2023,3553807,6200,34535,33171
2023,3553856,5550,39196,53034
2023,3553906,130,448,649
2023,3553955,8850,61240,46520
2023,3554003,3800,18563,18757
2023,3554201,4950,23950,27610
2023,3554300,1202,2930,3516
2023,3554508,2300,13800,14448
2023,3554607,900,3300,2943
2023,3554656,15,37,41
2023,3554706,907,4654,5909
2023,3554755,15,72,73
2023,3554805,800,1250,1688
2023,3554953,1900,13300,16313
2023,3555000,1900,8550,13253
2023,3555109,30,135,108
2023,3555208,190,1174,1174
2023,3555703,515,3672,4538
2023,3555901,20,86,108
2023,3556107,55,330,350
2023,3556206,30,135,105
2023,3556305,430,2580,2447
2023,3556354,750,6000,7900
2023,3556404,2500,17500,17850
2023,3556701,30,108,84
2023,3556800,75,450,645
2023,3556909,7,29,39
2023,3556958,90,370,409
2023,3557105,110,456,469
2023,3557154,900,4680,4680
2023,3557204,2500,10950,13204
2021,3500105,180,880,1320
2021,3500303,5000,40414,54155
2021,3500402,600,2720,3590
2021,3500550,8900,44223,61438
2021,3500758,1700,8256,11522
2021,3501004,1547,13510,21535
2021,3501103,130,633,1004
2021,3501202,470,2736,3989
2021,3501905,1120,5776,9060
2021,3502002,490,2457,3750
2021,3502101,1100,4740,2891
2021,3502200,6000,44600,61312
2021,3502309,820,2952,3833
2021,3502408,1020,4970,6615
2021,3502606,80,304,269
2021,3502705,4000,28800,38880
2021,3502754,125,450,319
2021,3502804,7000,30900,37080
2021,3502903,1350,7600,5508
2021,3503000,266,637,1006
2021,3503109,460,2304,3264
2021,3503158,27,108,79
2021,3503208,1050,5890,9015
2021,3503307,1200,8640,12096
2021,3503505,60,270,257
2021,3503802,1800,10800,15120
2021,3503950,1,4,5
2021,3504008,220,1346,1826
2021,3504107,800,4000,6000
2021,3504206,600,2340,3375
2021,3504503,7300,45360,63876
2021,3504701,30,162,219
2021,3504909,265,1060,795
2021,3505005,731,2858,4420
2021,3505104,155,548,870
2021,3505203,1575,8295,12722
2021,3505302,5,18,28
2021,3505401,160,160,160
2021,3505500,4456,21856,32306
2021,3505807,60,180,261
2021,3505906,2000,10500,16737
2021,3506201,320,1488,1786
2021,3506300,2100,11634,15606
2021,3506508,8300,16200,24300
2021,3506805,350,1890,2901
2021,3507001,450,2250,3150
2021,3507100,30,165,225
2021,3507456,60,432,647
2021,3507506,2100,8340,10743
2021,3507605,4000,24000,34416
2021,3507704,130,780,1238
2021,3507753,220,912,1356
2021,3507902,1297,7779,11786
2021,3508009,14550,84158,114939
2021,3508108,550,2082,3123
2021,3508603,58,232,174
2021,3508702,700,3125,4481
2021,3508801,84,497,650
2021,3508900,590,2110,2743
2021,3509254,25,63,76
2021,3509304,48,288,428
2021,3509403,800,4720,7524
2021,3509452,5950,39933,56274
2021,3509700,5,12,18
2021,3509809,9800,37968,31214
2021,3509908,5,11,11
2021,3510104,160,720,756
2021,3510153,850,2833,2167
2021,3510203,18500,137334,213638
2021,3510302,850,5900,8260
2021,3510708,99,787,1147
2021,3510807,10750,90500,138737
2021,3511102,5,25,38
2021,3511300,230,1135,1618
2021,3511409,5470,34685,51843
2021,3511508,350,1446,2024
2021,3511607,1200,9360,13634
2021,3511706,140,610,803
2021,3512001,734,4064,5158
2021,3512100,520,3024,4527
2021,3512209,1000,6750,10871
2021,3512308,360,1620,2154
2021,3512506,2933,6682,10023
2021,3512605,3800,16416,25180
2021,3512704,25,125,189
2021,3512803,600,2100,2940
2021,3513207,1000,7200,10195
2021,3513306,780,4834,6513
2021,3513405,51,274,233
2021,3513603,1040,2820,3931
2021,3513702,850,5100,7650
2021,3513850,30,108,130
2021,3514007,40,200,226
2021,3514205,5,15,18
2021,3514304,630,5275,7913
2021,3514403,129,619,929
2021,3514601,72,360,500
2021,3514809,75,113,113
2021,3514908,550,3025,4022
2021,3514957,18,81,122
2021,3515103,4,23,31
2021,3515152,1400,10524,15970
2021,3515186,1000,7000,8750
2021,3515194,650,2630,3282
2021,3515350,800,2707,3717
2021,3515400,2700,17190,23151
2021,3515509,600,2880,5279
2021,3515608,33,149,174
2021,3515657,850,4920,4920
2021,3515806,450,2265,3422
2021,3516002,580,2757,4136
2021,3516101,1000,6360,8881
2021,3516606,900,3820,3820
2021,3516705,600,1920,1920
2021,3516804,360,1918,2302
2021,3516903,700,4200,5918
2021,3517000,342,1000,1304
2021,3517109,1550,6930,10988
2021,3517208,40,288,403
2021,3517307,180,532,719
2021,3517406,14350,60690,90330
2021,3517604,5000,24000,27168
2021,3517703,597,1583,2572
2021,3517901,885,4221,6250
2021,3518206,2000,9900,11880
2021,3518404,230,630,878
2021,3518503,3000,17028,24030
2021,3518602,184,1020,1414
2021,3518859,772,4632,7383
2021,3518909,242,1016,1432
2021,3519006,480,1740,2565
2021,3519055,700,4950,7717
2021,3519204,1000,4800,7200
2021,3519253,1730,8530,12903
2021,3519303,105,375,563
2021,3519402,650,4425,6297
2021,3519600,1000,5400,7182
2021,3519709,2100,11570,8373
2021,3519808,900,6300,8946
2021,3519907,11000,47200,70800
2021,3520004,3,13,20
2021,3520103,320,1548,2403
2021,3520301,40,120,120
2021,3520509,900,4950,7351
2021,3520806,2,8,12
2021,3520905,800,3520,2781
2021,3521002,689,4454,6236
2021,3521309,1923,5187,8502
2021,3521408,10,85,119
2021,3521507,2000,13020,19530
2021,3521606,130,591,887
2021,3521705,15000,96325,154120
2021,3521804,11000,91680,139560
2021,3522000,450,3195,4855
2021,3522158,110,455,613
2021,3522307,14500,76050,110412
2021,3522406,35500,237214,332100
2021,3522604,1060,4452,7185
2021,3522653,55,148,222
2021,3522703,2100,10710,12102
2021,3522802,2150,11644,17727
2021,3522901,450,2295,3511
2021,3523008,1176,5627,8485
2021,3523206,9500,70480,112300
2021,3523404,1200,4320,6614
2021,3523503,1300,6087,7991
2021,3523602,580,2130,3363
2021,3523800,2200,16720,22572
2021,3523909,450,2250,3150
2021,3524006,804,4574,6861
2021,3524105,2108,5177,8237
2021,3524204,809,3921,5934
2021,3524303,1500,8100,11207
2021,3524402,3,8,10
2021,3524501,350,2100,3045
2021,3524600,40,140,140
2021,3524709,350,2310,3571
2021,3525102,650,3480,5547
2021,3525201,380,2090,1003
2021,3525300,650,2643,4061
2021,3525409,247,1930,2895
2021,3525508,190,760,973
2021,3525706,1200,4680,6786
2021,3525854,51,428,599
2021,3526100,5,13,13
2021,3526308,160,1120,1680
2021,3526407,4100,24371,34119
2021,3526506,445,2526,1541
2021,3526605,18,92,70
2021,3526704,1800,8640,13245
2021,3526902,1000,3500,5530
2021,3527009,30,200,314
2021,3527108,360,842,1179
2021,3527207,96,228,318
2021,3527256,595,2630,3156
2021,3527405,70,280,504
2021,3527603,600,3600,5738
2021,3527702,40,168,267
2021,3527801,210,1116,1116
2021,3528007,140,700,956
2021,3528403,320,1600,1136
2021,3528601,2890,13159,17394
2021,3528700,605,3630,5445
2021,3528809,1100,4860,6670
2021,3528908,88,370,555
2021,3529005,2600,12480,12480
2021,3529203,3500,12590,18057
2021,3529302,1150,3855,5978
2021,3529609,800,3984,5976
2021,3529658,3,18,22
2021,3529708,8000,32443,53150
2021,3529807,447,2012,3088
2021,3530102,800,4666,3033
2021,3530201,2500,7600,11290
2021,3530300,650,1950,2828
2021,3530508,6000,37200,57028
2021,3530607,18,75,100
2021,3530706,2300,19980,32238
2021,3530805,1400,10080,16276
2021,3530904,115,575,738
2021,3531001,115,505,606
2021,3531209,140,780,1224
2021,3531407,6000,32400,46980
2021,3531605,30,135,203
2021,3531902,1165,7057,11334
2021,3532009,995,6797,10661
2021,3532157,10000,27650,40369
2021,3532306,40,160,224
2021,3532405,350,1260,1779
2021,3532504,350,1743,2475
2021,3532603,650,3240,4724
2021,3532702,338,1622,2303
2021,3532843,70,336,193
2021,3532900,650,2537,3905
2021,3533007,1900,13680,19426
2021,3533106,30,63,95
2021,3533254,75,337,506
2021,3533304,166,956,1147
2021,3533403,415,1805,1300
2021,3533601,1340,1991,3228
2021,3533700,36,152,152
2021,3533809,3130,11655,16876
2021,3533908,700,3584,5018
2021,3534203,311,2532,3623
2021,3534609,350,1450,2175
2021,3534708,2100,8620,7190
2021,3534807,28,92,138
2021,3535002,877,6239,8589
2021,3535101,4,17,26
2021,3535200,30,117,99
2021,3535309,450,2475,3354
2021,3535507,2500,13200,17515
2021,3535804,8300,65890,83461
2021,3535903,80,336,404
2021,3536000,1080,6240,9360
2021,3536109,1300,6851,8950
2021,3536257,800,2910,4243
2021,3536406,30,126,189
2021,3536604,795,5912,8411
2021,3536703,2270,7262,10999
2021,3536802,1200,8400,11861
2021,3537008,1500,7850,15386
2021,3537107,52,260,402
2021,3537156,202,1349,1842
2021,3537404,1490,9428,13865
2021,3537701,134,421,632
2021,3537800,1000,3780,2705
2021,3537909,8200,66060,94207
2021,3538006,1800,9840,13560
2021,3538204,1000,6000,8076
2021,3538303,600,1938,2882
2021,3538501,12,28,39
2021,3538600,110,385,316
2021,3538709,1900,11733,15166
2021,3538808,5400,23670,32822
2021,3538907,1300,6348,8696
2021,3539004,10,72,108
2021,3539202,430,1500,2070
2021,3539301,4300,20700,31611
2021,3539509,130,525,727
2021,3539707,1210,7365,10300
2021,3540002,700,3780,3780
2021,3540101,220,1080,1307
2021,3540606,600,3000,3989
2021,3540705,700,5880,9014
2021,3540804,700,4900,6958
2021,3540853,25,130,195
2021,3540903,540,2680,3716
2021,3541109,20,85,98
2021,3541208,2500,12340,18072
2021,3541406,230,725,1051
2021,3541505,600,3852,5701
2021,3541653,1400,8875,13009
2021,3541703,800,2430,3598
2021,3541802,20,90,135
2021,3541901,18,68,53
2021,3542206,18000,63090,85533
2021,3542305,10,50,65
2021,3542404,600,1965,2564
2021,3542503,550,2220,3441
2021,3542602,20,66,66
2021,3542800,20,116,191
2021,3543006,5401,43205,71288
2021,3543204,8000,35944,27317
2021,3543238,225,744,1065
2021,3543253,2700,13041,19562
2021,3543402,800,3840,6121
2021,3543501,1400,7220,11475
2021,3543709,30,135,207
2021,3543907,1230,4590,7113
2021,3544004,205,1025,1500
2021,3544202,605,4538,6616
2021,3544251,3100,16965,24427
2021,3544301,20,60,84
2021,3544400,159,717,860
2021,3544509,120,540,378
2021,3544608,560,2520,3276
2021,3544707,25,86,129
2021,3545100,320,1500,2250
2021,3545159,120,520,675
2021,3545308,1450,8750,6609
2021,3545407,9000,37440,28829
2021,3545506,700,2800,4098
2021,3545704,60,242,185
2021,3545803,700,3840,3067
2021,3546009,1,3,4
2021,3546108,120,540,491
2021,3546306,390,3420,5243
2021,3546405,13500,50672,45462
2021,3546504,40,200,210
2021,3546603,160,640,448
2021,3547007,220,1060,1494
2021,3547205,80,288,275
2021,3547403,90,387,352
2021,3547502,760,5054,7748
2021,3547650,25,120,144
2021,3547700,2325,7880,11391
2021,3547908,530,4098,6532
2021,3548005,900,5625,9072
2021,3548054,1410,5340,6408
2021,3548203,5,25,30
2021,3548302,60,280,364
2021,3548401,96,374,594
2021,3548609,80,240,288
2021,3548906,1800,9720,14580
2021,3549003,10,30,36
2021,3549102,4200,30600,41004
2021,3549201,75,369,615
2021,3549300,9,39,59
2021,3549409,227,942,1512
2021,3549508,330,1938,2979
2021,3549607,45,222,167
2021,3549706,1200,7340,11252
2021,3550001,310,2430,3177
2021,3550209,8200,56001,80213
2021,3550407,360,1860,2513
2021,3550506,5300,24775,19924
2021,3550803,230,984,1508
2021,3550902,70,252,335
2021,3551108,1150,5685,7912
2021,3551207,1450,8670,12357
2021,3551405,10,27,43
2021,3551603,350,2310,3623
2021,3551702,240,1200,1665
2021,3552007,20,82,62
2021,3552106,1950,11200,15079
2021,3552205,412,2177,1558
2021,3552304,1371,9107,13695
2021,3552551,180,1386,1938
2021,3552601,20,90,135
2021,3552908,9000,27205,36183
2021,3553005,3550,17460,23297
2021,3553203,120,504,749
2021,3553302,600,3240,4983
2021,3553401,1000,5400,7668
2021,3553658,20,72,108
2021,3553708,1000,5000,5650
2021,3553807,8600,49140,68154
2021,3553856,5500,38983,50851
2021,3553906,125,422,607
2021,3553955,700,4620,6110
2021,3554003,4500,22795,31913
2021,3554102,196,1274,1656
2021,3554201,800,5340,7343
2021,3554300,1182,4887,7078
2021,3554508,2500,15000,21000
2021,3554607,190,877,1138
2021,3554656,15,38,56
2021,3554706,857,5541,8441
2021,3554805,220,1375,1925
2021,3554953,1900,13300,21546
2021,3555000,920,3790,5685
2021,3555109,30,81,122
2021,3555208,290,2071,3107
2021,3555703,260,1384,1974
2021,3555901,60,210,278
2021,3556206,30,135,205
2021,3556305,475,2755,3306
2021,3556354,750,6000,8100
2021,3556404,3300,27479,32975
2021,3556701,30,108,164
2021,3556958,90,360,421
2021,3557006,430,1900,1359
2021,3557154,650,3120,4608
2021,3557204,2100,10334,8658
2022,3500204,173,1349,2024
2022,3500303,5000,41072,56679
2022,3500402,600,2786,3845
2022,3500550,8500,54140,73236
2022,3500758,1700,11280,16398
2022,3501004,1547,12394,18780
2022,3501103,160,792,1101
2022,3501152,240,1200,1820
2022,3501202,350,1680,2389
2022,3501905,1120,5909,9233
2022,3502002,540,2727,4309
2022,3502101,1100,4740,5214
2022,3502200,9000,75210,118788
2022,3502309,950,3810,5144
2022,3502408,980,4798,6576
2022,3502705,4500,32400,39269
2022,3502804,3660,12510,16182
2022,3502903,1450,8475,12456
2022,3503000,216,1172,1646
2022,3503158,25,108,156
2022,3503208,1300,7100,9889
2022,3503307,1800,9720,16020
2022,3503505,60,270,351
2022,3503604,80,360,486
2022,3503802,1800,10800,18000
2022,3503950,1,4,5
2022,3504008,8400,43080,53109
2022,3504107,1100,5050,7805
2022,3504206,600,2430,3622
2022,3504305,45,174,252
2022,3504404,80,240,358
2022,3504503,8500,68400,98176
2022,3504602,650,3615,5413
2022,3504701,20,108,162
2022,3504800,120,696,1044
2022,3504909,265,1060,1378
2022,3505005,957,5485,7848
2022,3505104,120,504,752
2022,3505203,1439,7700,10212
2022,3505302,5,19,25
2022,3505351,800,2880,4781
2022,3505401,140,140,168
2022,3505500,4703,32662,43176
2022,3505906,2000,9600,14617
2022,3506003,424,1577,2392
2022,3506300,2100,11398,14463
2022,3506409,20,120,196
2022,3506508,5515,25192,41139
2022,3506805,350,1890,2504
2022,3506904,220,1230,1661
2022,3507001,520,3120,4368
2022,3507100,30,172,263
2022,3507308,60,324,430
2022,3507456,102,644,889
2022,3507506,7155,34344,46364
2022,3507605,4000,24000,42000
2022,3507753,240,816,1333
2022,3507902,1136,5488,7060
2022,3508009,14550,84158,101999
2022,3508108,420,1476,2441
2022,3508207,218,1555,2187
2022,3508603,58,232,302
2022,3508702,600,3060,4705
2022,3508801,63,491,737
2022,3508900,580,2077,2908
2022,3509254,120,1200,1680
2022,3509304,202,1212,1667
2022,3509403,800,4347,6794
2022,3509452,4750,36372,54857
2022,3509502,450,1878,2825
2022,3509809,9800,42355,49555
2022,3509908,5,11,13
2022,3510005,23200,131610,162242
2022,3510104,160,832,899
2022,3510153,850,2927,3425
2022,3510203,18000,103241,156918
2022,3510302,850,5150,7725
2022,3510708,410,3932,5591
2022,3510807,10750,90500,143140
2022,3511102,10,60,90
2022,3511300,210,1107,1605
2022,3511409,8000,56700,81636
2022,3511508,350,1497,2096
2022,3511607,1200,9360,13104
2022,3511706,140,760,1021
2022,3511904,120,540,806
2022,3512001,1010,5657,8938
2022,3512100,1118,7334,9802
2022,3512209,1000,6750,9200
2022,3512308,384,2347,3168
2022,3512506,945,4298,7152
2022,3512605,3000,14020,18369
2022,3512704,25,125,194
2022,3512803,600,3600,5699
2022,3513207,1000,7110,11376
2022,3513306,7980,30520,37654
2022,3513405,61,274,301
2022,3513702,2700,22400,32320
2022,3513850,25,75,101
2022,3514007,40,204,204
2022,3514205,3,9,12
2022,3514304,600,3600,5400
2022,3514601,72,360,543
2022,3514700,2150,12900,16181
2022,3514809,75,115,138
2022,3514957,20,120,192
2022,3515103,4,23,33
2022,3515129,850,3960,5997
2022,3515152,1190,7539,13464
2022,3515186,1000,7333,10120
2022,3515194,650,2647,3097
2022,3515350,800,2779,4030
2022,3515400,4100,20820,26317
2022,3515509,600,2880,4487
2022,3515657,1000,5400,5508
2022,3515905,470,2199,3127
2022,3516002,700,2778,3780
2022,3516101,6450,35550,44438
2022,3516200,450,2700,4320
2022,3516507,180,1080,1764
2022,3516606,1000,4260,3834
2022,3516705,1000,3600,5400
2022,3516903,600,2700,4145
2022,3517000,121,508,762
2022,3517109,1800,9720,14138
2022,3517208,550,3170,4755
2022,3517406,17500,84300,110004
2022,3517505,650,4017,6026
2022,3517604,2500,23400,31596
2022,3517703,587,2763,3857
2022,3517901,1390,8184,10854
2022,3518107,170,609,912
2022,3518206,1500,8340,9506
2022,3518404,1100,3210,4282
2022,3518503,3300,24780,36564
2022,3518602,184,1020,1456
2022,3518859,772,4633,7241
2022,3518909,420,2016,3095
2022,3519055,700,6250,8939
2022,3519204,1000,3500,5250
2022,3519253,2300,18680,26794
2022,3519402,650,4550,6825
2022,3519501,6000,26760,32982
2022,3519600,1000,5400,8262
2022,3519709,2100,11600,17077
2022,3519808,800,5440,8160
2022,3519907,9925,44785,68098
2022,3520004,3,13,17
2022,3520103,350,1806,2544
2022,3520301,40,120,144
2022,3520442,220,1012,1553
2022,3520509,900,4650,5348
2022,3520806,30,105,147
2022,3520905,800,3734,4369
2022,3521002,689,4454,6236
2022,3521200,120,324,421
2022,3521309,2297,11347,15822
2022,3521408,10,48,80
2022,3521507,2100,13680,20520
2022,3521606,135,638,1064
2022,3521705,15000,96325,126568
2022,3521804,11000,103350,148086
2022,3522158,110,385,522
2022,3522307,12500,83400,120383
2022,3522406,45500,343256,463485
2022,3522604,1140,5010,7032
2022,3522653,85,222,333
2022,3522703,2500,15000,16200
2022,3522802,2300,10014,13104
2022,3522901,450,2295,3041
2022,3523008,1760,13728,19107
2022,3523206,9300,83760,126807
2022,3523404,1200,4320,5812
2022,3523503,1850,16380,22113
2022,3523602,580,2130,3171
2022,3523800,2200,16720,26445
2022,3523909,450,2250,2475
2022,3524006,804,4574,6861
2022,3524105,2377,10814,15080
2022,3524204,660,3018,3952
2022,3524303,1500,8100,11809
2022,3524402,3,6,9
2022,3524600,40,140,168
2022,3524709,350,2310,3650
2022,3524808,160,600,810
2022,3525102,650,3480,5439
2022,3525300,670,3816,5116
2022,3525706,1500,6000,9000
2022,3525854,125,1049,1713
2022,3526100,5,14,17
2022,3526308,160,704,1021
2022,3526407,4100,24134,33788
2022,3526506,445,2521,2984
2022,3526605,22,92,101
2022,3526704,1800,13680,19371
2022,3526902,5000,34800,57000
2022,3527009,30,198,313
2022,3527108,363,1742,2613
2022,3527207,56,111,148
2022,3527256,272,1958,1997
2022,3527405,120,696,1148
2022,3527603,600,3360,5252
2022,3527702,80,480,716
2022,3527900,2950,10800,13547
2022,3528007,160,900,1254
2022,3528304,330,1655,2483
2022,3528403,360,1800,2731
2022,3528601,3390,16943,21572
2022,3528700,600,2170,3147
2022,3528809,27300,83160,104310
2022,3529005,2500,12000,12240
2022,3529203,3700,15700,23232
2022,3529302,1300,6880,9239
2022,3529609,1000,4980,7619
2022,3529658,30,180,243
2022,3529708,8496,72648,101000
2022,3529807,190,958,1267
2022,3530003,216,583,875
2022,3530102,800,4622,5084
2022,3530201,2500,8667,12567
2022,3530300,550,3150,4718
2022,3530508,6000,37200,58838
2022,3530706,2300,19980,27838
2022,3530805,1400,10920,15343
2022,3530904,90,390,525
2022,3531001,80,640,675
2022,3531209,140,780,1211
2022,3531407,320,1870,2781
2022,3531902,1380,11702,16351
2022,3532009,995,6797,10744
2022,3532157,8000,23248,34640
2022,3532207,320,1526,2222
2022,3532306,40,160,288
2022,3532405,350,1260,1890
2022,3532801,30,150,225
2022,3532868,900,3360,4942
2022,3532900,670,3067,4215
2022,3533007,1600,8832,13248
2022,3533106,30,63,85
2022,3533254,75,450,720
2022,3533304,196,835,1092
2022,3533403,415,1805,1805
2022,3533601,1338,6898,9629
2022,3533700,86,362,416
2022,3533809,3130,11655,14575
2022,3533908,680,3468,4618
2022,3534500,280,1008,1089
2022,3534609,350,1390,2022
2022,3534708,2100,9167,10868
2022,3534757,550,2310,3080
2022,3534807,30,108,146
2022,3535002,875,6675,10013
2022,3535101,10,70,112
2022,3535200,20,83,83
2022,3535309,22181,133153,167018
2022,3535408,25,88,119
2022,3535507,1450,8970,11251
2022,3535804,11000,77564,111405
2022,3535903,70,294,397
2022,3536109,780,5222,7050
2022,3536307,800,4500,7200
2022,3536406,30,126,170
2022,3536505,68,299,254
2022,3536570,65,195,284
2022,3536703,3050,16206,22681
2022,3536802,1200,8400,12600
2022,3536901,70,90,135
2022,3537008,2300,15180,24288
2022,3537107,52,260,411
2022,3537156,8100,46384,58181
2022,3537404,1175,7088,10002
2022,3537701,120,504,827
2022,3537800,1000,4267,6473
2022,3537909,8200,70320,105395
2022,3538006,1800,8840,12926
2022,3538204,1000,6000,9000
2022,3538303,1287,7390,10716
2022,3538501,10,23,31
2022,3538600,180,600,835
2022,3538709,2000,12200,16345
2022,3538808,5400,23676,29864
2022,3538907,1200,6390,8971
2022,3539004,10,72,100
2022,3539301,4400,31320,44199
2022,3539509,160,492,695
2022,3539707,9010,44205,55448
2022,3540002,1000,5400,6156
2022,3540259,450,2700,3645
2022,3540408,40,202,273
2022,3540606,600,2900,3190
2022,3540705,700,5880,8326
2022,3540754,350,2040,2721
2022,3540804,800,5904,8856
2022,3540853,25,137,226
2022,3540903,540,2680,3833
2022,3541059,600,3960,5346
2022,3541109,20,85,124
2022,3541208,2500,12432,18551
2022,3541406,230,740,1110
2022,3541505,600,3000,4350
2022,3541604,1100,5100,7272
2022,3541653,1500,9562,13952
2022,3541703,800,2454,3737
2022,3541901,18,68,73
2022,3542206,18100,67204,93572
2022,3542305,10,50,70
2022,3542503,1350,5472,7628
2022,3542602,20,55,66
2022,3543006,3000,13200,17823
2022,3543204,8000,39664,46407
2022,3543238,625,1300,1885
2022,3543253,3300,15939,21522
2022,3543402,800,3840,6002
2022,3543501,1200,5700,7523
2022,3543907,1230,4825,7279
2022,3544004,205,1025,1396
2022,3544202,960,7200,9567
2022,3544251,3100,16965,24599
2022,3544400,118,570,697
2022,3544509,120,540,540
2022,3544608,484,2323,3485
2022,3545100,320,1564,2268
2022,3545159,120,520,697
2022,3545308,1450,8900,12249
2022,3545407,9150,43443,50828
2022,3545506,850,3350,4923
2022,3545704,60,251,251
2022,3545803,380,2136,2304
2022,3546009,1,3,5
2022,3546108,85,383,460
2022,3546306,390,3663,5581
2022,3546405,13500,52516,61444
2022,3546504,40,200,216
2022,3546900,350,1675,2291
2022,3547007,220,1135,1538
2022,3547205,75,315,378
2022,3547502,700,5040,7137
2022,3547650,80,512,691
2022,3547700,2048,7500,10875
2022,3547908,2750,22500,35168
2022,3548005,750,5400,7587
2022,3548054,1100,6000,8538
2022,3548203,5,25,38
2022,3548302,80,404,545
2022,3548401,126,497,703
2022,3548609,80,240,336
2022,3548906,1800,10840,15820
2022,3549003,30,72,97
2022,3549102,4200,30600,42228
2022,3549201,80,369,554
2022,3549250,120,528,810
2022,3549300,32,128,173
2022,3549409,227,1454,2035
2022,3549508,380,2200,3520
2022,3549706,1200,7163,11177
2022,3549805,80,384,576
2022,3550001,180,1836,2754
2022,3550100,120,660,891
2022,3550209,8500,64370,96795
2022,3550308,30,159,208
2022,3550407,450,2310,3104
2022,3550506,5300,26963,32165
2022,3550605,620,3659,5551
2022,3550902,70,252,394
2022,3551108,1600,8550,12658
2022,3551207,1000,6036,7594
2022,3551405,10,29,45
2022,3551603,350,2310,3650
2022,3551702,240,1200,1717
2022,3552007,20,81,81
2022,3552106,2150,12400,18446
